Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit
3059,US-2024-101826,2024-04-03,2024-04-09,Standard Class,CUST-00016,Brian Ramirez,Consumer,United States,Central,Missouri,St. Louis,63101,P-0022,Office Supplies,Storage,Plastic Storage Bin,3,17.99,0.0,53.97,21.0
3060,US-2024-101826,2024-04-03,2024-04-09,Standard Class,CUST-00016,Brian Ramirez,Consumer,United States,Central,Missouri,St. Louis,63101,P-0047,Technology,Accessories,Mechanical Keyboard,1,69.99,0.1,62.99,12.99
3061,US-2024-101826,2024-04-03,2024-04-09,Standard Class,CUST-00016,Brian Ramirez,Consumer,United States,Central,Missouri,St. Louis,63101,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),2,10.99,0.0,21.98,10.02
3062,US-2024-101827,2024-04-03,2024-04-06,Second Class,CUST-00635,Amber Cooper,Consumer,United States,South,Louisiana,New Orleans,70112,P-0047,Technology,Accessories,Mechanical Keyboard,2,69.99,0.1,125.98,29.61
3063,US-2024-101828,2024-04-03,2024-04-09,Standard Class,CUST-00167,Alyssa Long,Corporate,United States,South,North Carolina,Charlotte,28202,P-0011,Furniture,Bookcases,Modular Storage Bookcase,3,229.99,0.4,413.98,-53.93
3064,US-2024-101828,2024-04-03,2024-04-09,Standard Class,CUST-00167,Alyssa Long,Corporate,United States,South,North Carolina,Charlotte,28202,P-0009,Furniture,Bookcases,5-Shelf Bookcase,1,189.99,0.15,161.49,42.41
3065,US-2024-101829,2024-04-04,2024-04-09,Standard Class,CUST-00216,Anthony Everett,Consumer,United States,South,Tennessee,Nashville,37203,P-0029,Office Supplies,Labels,Shipping Label Roll,5,13.99,0.3,48.96,13.96
3066,US-2024-101829,2024-04-04,2024-04-09,Standard Class,CUST-00216,Anthony Everett,Consumer,United States,South,Tennessee,Nashville,37203,P-0012,Furniture,Furnishings,Desk Lamp - LED,4,39.99,0.1,143.96,52.71
3067,US-2024-101830,2024-04-04,2024-04-06,First Class,CUST-00339,Scott Thomas,Consumer,United States,South,Florida,Orlando,32801,P-0044,Technology,Machines,Paper Shredder,2,89.99,0.15,152.98,33.09
3068,US-2024-101831,2024-04-04,2024-04-08,Standard Class,CUST-00400,Hannah Luna,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0009,Furniture,Bookcases,5-Shelf Bookcase,1,189.99,0.0,189.99,60.56
3069,US-2024-101831,2024-04-04,2024-04-08,Standard Class,CUST-00400,Hannah Luna,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0025,Office Supplies,Art,Colored Marker Set,1,11.99,0.0,11.99,5.45
3070,US-2024-101831,2024-04-04,2024-04-08,Standard Class,CUST-00400,Hannah Luna,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0029,Office Supplies,Labels,Shipping Label Roll,5,13.99,0.15,59.46,19.04
3071,US-2024-101831,2024-04-04,2024-04-08,Standard Class,CUST-00400,Hannah Luna,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0013,Furniture,Furnishings,Wall Clock,1,24.99,0.1,22.49,9.47
3072,US-2024-101832,2024-04-04,2024-04-10,Standard Class,CUST-00419,Jeffrey Mills,Home Office,United States,Central,Missouri,Kansas City,64105,P-0048,Technology,Accessories,USB-C Hub,1,34.99,0.0,34.99,12.47
3073,US-2024-101832,2024-04-04,2024-04-10,Standard Class,CUST-00419,Jeffrey Mills,Home Office,United States,Central,Missouri,Kansas City,64105,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),2,10.99,0.0,21.98,9.65
3074,US-2024-101833,2024-04-04,2024-04-11,Standard Class,CUST-00494,Mark Cox,Consumer,United States,Central,Illinois,Chicago,60601,P-0039,Technology,Phones,VoIP Conference Phone,3,249.99,0.1,674.97,102.26
3075,US-2024-101833,2024-04-04,2024-04-11,Standard Class,CUST-00494,Mark Cox,Consumer,United States,Central,Illinois,Chicago,60601,P-0034,Office Supplies,Supplies,Tape Dispenser,7,6.99,0.1,44.04,18.56
3076,US-2024-101834,2024-04-04,2024-04-10,Standard Class,CUST-00336,Andrea Hubbard,Corporate,United States,South,North Carolina,Charlotte,28202,P-0030,Office Supplies,Envelopes,Business Envelopes (100ct),5,9.99,0.0,49.95,22.43
3077,US-2024-101834,2024-04-04,2024-04-10,Standard Class,CUST-00336,Andrea Hubbard,Corporate,United States,South,North Carolina,Charlotte,28202,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),2,5.49,0.0,10.98,5.29
3078,US-2024-101835,2024-04-05,2024-04-09,Second Class,CUST-00571,Ashley Smith,Consumer,United States,West,Colorado,Denver,80202,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),6,3.99,0.15,20.35,8.79
3079,US-2024-101835,2024-04-05,2024-04-09,Second Class,CUST-00571,Ashley Smith,Consumer,United States,West,Colorado,Denver,80202,P-0005,Furniture,Tables,Adjustable Height Standing Desk,8,349.99,0.0,2799.92,799.1
3080,US-2024-101835,2024-04-05,2024-04-09,Second Class,CUST-00571,Ashley Smith,Consumer,United States,West,Colorado,Denver,80202,P-0017,Office Supplies,Binders,Heavy-Duty Binder Clips (12pk),7,6.49,0.15,38.62,15.53
3081,US-2024-101836,2024-04-05,2024-04-11,Standard Class,CUST-00052,Danny Morgan,Consumer,United States,West,Colorado,Denver,80202,P-0045,Technology,Machines,Label Maker,1,44.99,0.1,40.49,12.89
3082,US-2024-101837,2024-04-05,2024-04-07,Second Class,CUST-00205,Erin Warner,Corporate,United States,West,California,Los Angeles,90012,P-0031,Office Supplies,Envelopes,Padded Mailers (25ct),4,16.99,0.0,67.96,26.91
3083,US-2024-101838,2024-04-05,2024-04-05,Same Day,CUST-00174,Matthew Harrington,Consumer,United States,South,Tennessee,Nashville,37203,P-0015,Furniture,Furnishings,Desk Organizer Tray,3,19.99,0.15,50.97,18.22
3084,US-2024-101839,2024-04-05,2024-04-12,Standard Class,CUST-00439,Rhonda Martin,Consumer,United States,South,Tennessee,Nashville,37203,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,3,12.99,0.1,35.07,13.69
3085,US-2024-101840,2024-04-05,2024-04-07,Second Class,CUST-00103,Rebecca Valencia,Consumer,United States,West,Washington,Seattle,98101,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.1,32.38,10.66
3086,US-2024-101840,2024-04-05,2024-04-07,Second Class,CUST-00103,Rebecca Valencia,Consumer,United States,West,Washington,Seattle,98101,P-0009,Furniture,Bookcases,5-Shelf Bookcase,2,189.99,0.15,322.98,90.65
3087,US-2024-101840,2024-04-05,2024-04-07,Second Class,CUST-00103,Rebecca Valencia,Consumer,United States,West,Washington,Seattle,98101,P-0046,Technology,Accessories,Wireless Mouse,2,24.99,0.2,39.98,8.72
3088,US-2024-101841,2024-04-06,2024-04-08,Second Class,CUST-00175,Nicole Herring,Consumer,United States,South,Tennessee,Nashville,37203,P-0026,Office Supplies,Art,Highlighter Pack (6pk),1,5.99,0.1,5.39,2.36
3089,US-2024-101842,2024-04-06,2024-04-13,Standard Class,CUST-00640,Janet Kane DVM,Corporate,United States,West,California,San Francisco,94103,P-0044,Technology,Machines,Paper Shredder,1,89.99,0.0,89.99,26.85
3090,US-2024-101843,2024-04-06,2024-04-10,Standard Class,CUST-00263,Timothy Romero,Corporate,United States,Central,Missouri,Kansas City,64105,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,7,159.99,0.0,1119.93,357.93
3091,US-2024-101843,2024-04-06,2024-04-10,Standard Class,CUST-00263,Timothy Romero,Corporate,United States,Central,Missouri,Kansas City,64105,P-0051,Technology,Copiers,Desktop Scanner,2,159.99,0.0,319.98,75.95
3092,US-2024-101844,2024-04-06,2024-04-11,Standard Class,CUST-00293,Jeremy Reed,Consumer,United States,West,California,Los Angeles,90012,P-0018,Office Supplies,Binders,Presentation Binder,1,15.99,0.0,15.99,6.99
3093,US-2024-101844,2024-04-06,2024-04-11,Standard Class,CUST-00293,Jeremy Reed,Consumer,United States,West,California,Los Angeles,90012,P-0015,Furniture,Furnishings,Desk Organizer Tray,2,19.99,0.15,33.98,12.01
3094,US-2024-101845,2024-04-06,2024-04-07,First Class,CUST-00383,Douglas Gregory,Corporate,United States,South,Georgia,Atlanta,30303,P-0033,Office Supplies,Supplies,Scissors 3-Pack,4,8.99,0.3,25.17,5.57
3095,US-2024-101845,2024-04-06,2024-04-07,First Class,CUST-00383,Douglas Gregory,Corporate,United States,South,Georgia,Atlanta,30303,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),1,3.99,0.0,3.99,2.04
3096,US-2024-101846,2024-04-06,2024-04-10,Standard Class,CUST-00208,Cathy Robinson,Consumer,United States,Central,Missouri,St. Louis,63101,P-0014,Furniture,Furnishings,Framed Wall Art Set,2,59.99,0.15,101.98,31.04
3097,US-2024-101847,2024-04-06,2024-04-12,Standard Class,CUST-00098,Deborah Figueroa,Consumer,United States,East,Massachusetts,Boston,02108,P-0052,Technology,Copiers,Multifunction Copier,1,899.99,0.0,899.99,101.82
3098,US-2024-101847,2024-04-06,2024-04-12,Standard Class,CUST-00098,Deborah Figueroa,Consumer,United States,East,Massachusetts,Boston,02108,P-0042,Technology,Machines,All-in-One Inkjet Printer,1,189.99,0.0,189.99,42.2
3099,US-2024-101848,2024-04-06,2024-04-10,Standard Class,CUST-00360,Ronald Davis,Corporate,United States,West,Colorado,Denver,80202,P-0052,Technology,Copiers,Multifunction Copier,5,899.99,0.1,4049.95,112.32
3100,US-2024-101849,2024-04-06,2024-04-11,Standard Class,CUST-00182,Tina Sanders,Corporate,United States,Central,Missouri,Kansas City,64105,P-0026,Office Supplies,Art,Highlighter Pack (6pk),5,5.99,0.0,29.95,13.73
3101,US-2024-101849,2024-04-06,2024-04-11,Standard Class,CUST-00182,Tina Sanders,Corporate,United States,Central,Missouri,Kansas City,64105,P-0032,Office Supplies,Supplies,Stapler - Heavy Duty,1,14.99,0.1,13.49,4.56
3102,US-2024-101849,2024-04-06,2024-04-11,Standard Class,CUST-00182,Tina Sanders,Corporate,United States,Central,Missouri,Kansas City,64105,P-0005,Furniture,Tables,Adjustable Height Standing Desk,3,349.99,0.1,944.97,202.52
3103,US-2024-101850,2024-04-06,2024-04-06,Same Day,CUST-00334,Linda Smith,Consumer,United States,South,Florida,Orlando,32801,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,2,12.99,0.3,18.19,4.7
3104,US-2024-101850,2024-04-06,2024-04-06,Same Day,CUST-00334,Linda Smith,Consumer,United States,South,Florida,Orlando,32801,P-0010,Furniture,Bookcases,Corner Bookcase,3,159.99,0.15,407.97,117.59
3105,US-2024-101851,2024-04-07,2024-04-11,Standard Class,CUST-00541,James Gilbert,Corporate,United States,East,Maryland,Baltimore,21201,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),1,10.99,0.0,10.99,5.09
3106,US-2024-101852,2024-04-07,2024-04-09,Second Class,CUST-00281,Amanda Jones,Corporate,United States,South,North Carolina,Charlotte,28202,P-0027,Office Supplies,Art,Sketch Pad,2,8.49,0.0,16.98,7.39
3107,US-2024-101853,2024-04-07,2024-04-13,Standard Class,CUST-00291,David Smith,Consumer,United States,West,Colorado,Denver,80202,P-0008,Furniture,Tables,Glass Top Side Table,1,149.99,0.3,104.99,1.34
3108,US-2024-101853,2024-04-07,2024-04-13,Standard Class,CUST-00291,David Smith,Consumer,United States,West,Colorado,Denver,80202,P-0002,Furniture,Chairs,Mesh Task Chair,1,129.99,0.3,90.99,8.11
3109,US-2024-101854,2024-04-07,2024-04-08,First Class,CUST-00630,Kevin Davis,Consumer,United States,East,New Jersey,Newark,07102,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),2,3.99,0.1,7.18,2.85
3110,US-2024-101855,2024-04-08,2024-04-15,Standard Class,CUST-00032,James Ferrell,Corporate,United States,Central,Missouri,Kansas City,64105,P-0022,Office Supplies,Storage,Plastic Storage Bin,3,17.99,0.2,43.18,9.24
3111,US-2024-101855,2024-04-08,2024-04-15,Standard Class,CUST-00032,James Ferrell,Corporate,United States,Central,Missouri,Kansas City,64105,P-0018,Office Supplies,Binders,Presentation Binder,1,15.99,0.15,13.59,3.95
3112,US-2024-101856,2024-04-08,2024-04-09,First Class,CUST-00385,Aimee Turner,Corporate,United States,West,California,San Francisco,94103,P-0003,Furniture,Chairs,Ergonomic Kneeling Chair,1,159.99,0.1,143.99,32.35
3113,US-2024-101856,2024-04-08,2024-04-09,First Class,CUST-00385,Aimee Turner,Corporate,United States,West,California,San Francisco,94103,P-0039,Technology,Phones,VoIP Conference Phone,8,249.99,0.0,1999.92,486.91
3114,US-2024-101856,2024-04-08,2024-04-09,First Class,CUST-00385,Aimee Turner,Corporate,United States,West,California,San Francisco,94103,P-0050,Technology,Accessories,Webcam 1080p,1,49.99,0.1,44.99,11.94
3115,US-2024-101857,2024-04-08,2024-04-10,First Class,CUST-00164,Jeffrey Johnson,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0041,Technology,Phones,Phone Charging Dock,5,29.99,0.0,149.95,47.11
3116,US-2024-101857,2024-04-08,2024-04-10,First Class,CUST-00164,Jeffrey Johnson,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0046,Technology,Accessories,Wireless Mouse,4,24.99,0.0,99.96,38.17
3117,US-2024-101857,2024-04-08,2024-04-10,First Class,CUST-00164,Jeffrey Johnson,Corporate,United States,Central,Minnesota,Minneapolis,55401,P-0052,Technology,Copiers,Multifunction Copier,2,899.99,0.0,1799.98,292.79
3118,US-2024-101858,2024-04-08,2024-04-14,Standard Class,CUST-00373,Ellen Morgan,Corporate,United States,South,North Carolina,Charlotte,28202,P-0049,Technology,Accessories,Laptop Stand,3,39.99,0.15,101.97,25.48
3119,US-2024-101859,2024-04-08,2024-04-10,Second Class,CUST-00153,Denise Jones,Consumer,United States,West,Colorado,Denver,80202,P-0047,Technology,Accessories,Mechanical Keyboard,6,69.99,0.0,419.94,138.1
3120,US-2024-101860,2024-04-09,2024-04-14,Standard Class,CUST-00519,Penny Bowman,Consumer,United States,Central,Texas,Dallas,75201,P-0029,Office Supplies,Labels,Shipping Label Roll,2,13.99,0.1,25.18,10.06
3121,US-2024-101861,2024-04-09,2024-04-13,Standard Class,CUST-00406,Madison Weber,Home Office,United States,Central,Minnesota,Minneapolis,55401,P-0013,Furniture,Furnishings,Wall Clock,3,24.99,0.15,63.72,23.76
3122,US-2024-101862,2024-04-10,2024-04-14,Second Class,CUST-00119,Victor Baker,Corporate,United States,South,Louisiana,New Orleans,70112,P-0030,Office Supplies,Envelopes,Business Envelopes (100ct),1,9.99,0.0,9.99,4.74
3123,US-2024-101863,2024-04-10,2024-04-13,Second Class,CUST-00299,Keith Jennings,Consumer,United States,West,California,Los Angeles,90012,P-0026,Office Supplies,Art,Highlighter Pack (6pk),2,5.99,0.0,11.98,5.39
3124,US-2024-101864,2024-04-10,2024-04-17,Standard Class,CUST-00208,Cathy Robinson,Consumer,United States,Central,Missouri,St. Louis,63101,P-0044,Technology,Machines,Paper Shredder,2,89.99,0.15,152.98,14.01
3125,US-2024-101865,2024-04-11,2024-04-15,Second Class,CUST-00298,William Barrett,Consumer,United States,West,Oregon,Portland,97201,P-0023,Office Supplies,Storage,File Cabinet - 2 Drawer,3,129.99,0.1,350.97,79.9
3126,US-2024-101865,2024-04-11,2024-04-15,Second Class,CUST-00298,William Barrett,Consumer,United States,West,Oregon,Portland,97201,P-0050,Technology,Accessories,Webcam 1080p,4,49.99,0.0,199.96,66.83
3127,US-2024-101866,2024-04-11,2024-04-18,Standard Class,CUST-00596,Sherry Woods,Corporate,United States,West,California,San Diego,92101,P-0050,Technology,Accessories,Webcam 1080p,2,49.99,0.1,89.98,21.73
3128,US-2024-101866,2024-04-11,2024-04-18,Standard Class,CUST-00596,Sherry Woods,Corporate,United States,West,California,San Diego,92101,P-0034,Office Supplies,Supplies,Tape Dispenser,1,6.99,0.1,6.29,2.58
3129,US-2024-101866,2024-04-11,2024-04-18,Standard Class,CUST-00596,Sherry Woods,Corporate,United States,West,California,San Diego,92101,P-0002,Furniture,Chairs,Mesh Task Chair,6,129.99,0.3,545.96,35.66
3130,US-2024-101866,2024-04-11,2024-04-18,Standard Class,CUST-00596,Sherry Woods,Corporate,United States,West,California,San Diego,92101,P-0051,Technology,Copiers,Desktop Scanner,3,159.99,0.0,479.97,121.09
3131,US-2024-101867,2024-04-12,2024-04-14,First Class,CUST-00479,Curtis Williams,Consumer,United States,West,California,Los Angeles,90012,P-0027,Office Supplies,Art,Sketch Pad,3,8.49,0.0,25.47,11.59
3132,US-2024-101867,2024-04-12,2024-04-14,First Class,CUST-00479,Curtis Williams,Consumer,United States,West,California,Los Angeles,90012,P-0047,Technology,Accessories,Mechanical Keyboard,2,69.99,0.15,118.98,23.59
3133,US-2024-101867,2024-04-12,2024-04-14,First Class,CUST-00479,Curtis Williams,Consumer,United States,West,California,Los Angeles,90012,P-0015,Furniture,Furnishings,Desk Organizer Tray,2,19.99,0.1,35.98,13.67
3134,US-2024-101868,2024-04-12,2024-04-19,Standard Class,CUST-00173,Joshua Cooke,Consumer,United States,West,Colorado,Denver,80202,P-0028,Office Supplies,Labels,Address Label Sheets (100ct),1,10.99,0.1,9.89,4.24
3135,US-2024-101868,2024-04-12,2024-04-19,Standard Class,CUST-00173,Joshua Cooke,Consumer,United States,West,Colorado,Denver,80202,P-0044,Technology,Machines,Paper Shredder,4,89.99,0.15,305.97,38.49
3136,US-2024-101869,2024-04-12,2024-04-14,Second Class,CUST-00395,Tamara Davis,Consumer,United States,South,Louisiana,New Orleans,70112,P-0016,Office Supplies,Binders,3-Ring View Binder 2in,2,12.99,0.1,23.38,9.73
3137,US-2024-101869,2024-04-12,2024-04-14,Second Class,CUST-00395,Tamara Davis,Consumer,United States,South,Louisiana,New Orleans,70112,P-0036,Office Supplies,Fasteners,Push Pins (50ct),2,4.49,0.15,7.63,3.26
3138,US-2024-101870,2024-04-12,2024-04-14,Second Class,CUST-00488,Samantha Gardner,Consumer,United States,West,Washington,Seattle,98101,P-0008,Furniture,Tables,Glass Top Side Table,4,149.99,0.0,599.96,185.19
3139,US-2024-101871,2024-04-12,2024-04-18,Standard Class,CUST-00388,James Padilla,Corporate,United States,West,Washington,Seattle,98101,P-0045,Technology,Machines,Label Maker,3,44.99,0.0,134.97,46.13
3140,US-2024-101872,2024-04-13,2024-04-20,Standard Class,CUST-00269,Cynthia Rowe,Consumer,United States,Central,Missouri,Kansas City,64105,P-0011,Furniture,Bookcases,Modular Storage Bookcase,6,229.99,0.1,1241.95,331.86
3141,US-2024-101872,2024-04-13,2024-04-20,Standard Class,CUST-00269,Cynthia Rowe,Consumer,United States,Central,Missouri,Kansas City,64105,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.0,35.98,15.0
3142,US-2024-101873,2024-04-13,2024-04-17,Standard Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0035,Office Supplies,Fasteners,Paper Clips Jumbo (100ct),4,3.99,0.3,11.17,3.44
3143,US-2024-101873,2024-04-13,2024-04-17,Standard Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0014,Furniture,Furnishings,Framed Wall Art Set,1,59.99,0.0,59.99,26.86
3144,US-2024-101873,2024-04-13,2024-04-17,Standard Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0046,Technology,Accessories,Wireless Mouse,6,24.99,0.2,119.95,30.03
3145,US-2024-101873,2024-04-13,2024-04-17,Standard Class,CUST-00634,Robert Reese,Consumer,United States,Central,Missouri,St. Louis,63101,P-0026,Office Supplies,Art,Highlighter Pack (6pk),2,5.99,0.3,8.39,2.2
3146,US-2024-101874,2024-04-13,2024-04-16,Second Class,CUST-00195,John Bishop,Consumer,United States,East,Massachusetts,Boston,02108,P-0001,Furniture,Chairs,Executive Leather Office Chair,2,289.99,0.0,579.98,230.25
3147,US-2024-101875,2024-04-13,2024-04-13,Same Day,CUST-00249,Jose Travis,Consumer,United States,East,Massachusetts,Boston,02108,P-0025,Office Supplies,Art,Colored Marker Set,2,11.99,0.0,23.98,10.18
3148,US-2024-101875,2024-04-13,2024-04-13,Same Day,CUST-00249,Jose Travis,Consumer,United States,East,Massachusetts,Boston,02108,P-0011,Furniture,Bookcases,Modular Storage Bookcase,1,229.99,0.0,229.99,85.42
3149,US-2024-101876,2024-04-13,2024-04-17,Standard Class,CUST-00029,Zachary Hicks,Corporate,United States,Central,Texas,Dallas,75201,P-0039,Technology,Phones,VoIP Conference Phone,1,249.99,0.0,249.99,64.91
3150,US-2024-101877,2024-04-13,2024-04-18,Standard Class,CUST-00633,Robert Cummings,Corporate,United States,East,Maryland,Baltimore,21201,P-0039,Technology,Phones,VoIP Conference Phone,6,249.99,0.1,1349.95,266.07
3151,US-2024-101877,2024-04-13,2024-04-18,Standard Class,CUST-00633,Robert Cummings,Corporate,United States,East,Maryland,Baltimore,21201,P-0032,Office Supplies,Supplies,Stapler - Heavy Duty,1,14.99,0.2,11.99,3.24
3152,US-2024-101878,2024-04-14,2024-04-18,Standard Class,CUST-00423,Michael Mitchell,Consumer,United States,West,Colorado,Denver,80202,P-0051,Technology,Copiers,Desktop Scanner,7,159.99,0.1,1007.94,198.38
3153,US-2024-101879,2024-04-14,2024-04-19,Standard Class,CUST-00178,Michael Wang,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0025,Office Supplies,Art,Colored Marker Set,3,11.99,0.1,32.37,12.31
3154,US-2024-101880,2024-04-14,2024-04-20,Standard Class,CUST-00442,Joann Ferguson,Corporate,United States,South,Louisiana,New Orleans,70112,P-0049,Technology,Accessories,Laptop Stand,1,39.99,0.0,39.99,16.24
3155,US-2024-101880,2024-04-14,2024-04-20,Standard Class,CUST-00442,Joann Ferguson,Corporate,United States,South,Louisiana,New Orleans,70112,P-0022,Office Supplies,Storage,Plastic Storage Bin,2,17.99,0.0,35.98,13.2
3156,US-2024-101880,2024-04-14,2024-04-20,Standard Class,CUST-00442,Joann Ferguson,Corporate,United States,South,Louisiana,New Orleans,70112,P-0033,Office Supplies,Supplies,Scissors 3-Pack,4,8.99,0.2,28.77,9.03
3157,US-2024-101881,2024-04-15,2024-04-19,Standard Class,CUST-00232,Susan Serrano,Corporate,United States,Central,Texas,Houston,77002,P-0052,Technology,Copiers,Multifunction Copier,1,899.99,0.1,809.99,40.93
3158,US-2024-101881,2024-04-15,2024-04-19,Standard Class,CUST-00232,Susan Serrano,Corporate,United States,Central,Texas,Houston,77002,P-0010,Furniture,Bookcases,Corner Bookcase,7,159.99,0.0,1119.93,400.27
3159,US-2024-101881,2024-04-15,2024-04-19,Standard Class,CUST-00232,Susan Serrano,Corporate,United States,Central,Texas,Houston,77002,P-0008,Furniture,Tables,Glass Top Side Table,2,149.99,0.0,299.98,103.29
3160,US-2024-101881,2024-04-15,2024-04-19,Standard Class,CUST-00232,Susan Serrano,Corporate,United States,Central,Texas,Houston,77002,P-0049,Technology,Accessories,Laptop Stand,5,39.99,0.0,199.95,75.83
3161,US-2024-101882,2024-04-15,2024-04-20,Standard Class,CUST-00614,David Molina,Home Office,United States,West,Washington,Seattle,98101,P-0008,Furniture,Tables,Glass Top Side Table,6,149.99,0.0,899.94,351.22
3162,US-2024-101882,2024-04-15,2024-04-20,Standard Class,CUST-00614,David Molina,Home Office,United States,West,Washington,Seattle,98101,P-0022,Office Supplies,Storage,Plastic Storage Bin,1,17.99,0.15,15.29,4.56
3163,US-2024-101882,2024-04-15,2024-04-20,Standard Class,CUST-00614,David Molina,Home Office,United States,West,Washington,Seattle,98101,P-0024,Office Supplies,Storage,Desktop File Organizer,2,22.99,0.2,36.78,8.72
3164,US-2024-101883,2024-04-15,2024-04-17,First Class,CUST-00556,Nicole Gonzalez,Corporate,United States,Central,Illinois,Chicago,60601,P-0048,Technology,Accessories,USB-C Hub,1,34.99,0.0,34.99,12.1
3165,US-2024-101884,2024-04-16,2024-04-19,Second Class,CUST-00612,Michael Lopez,Consumer,United States,East,Massachusetts,Boston,02108,P-0037,Office Supplies,Fasteners,Rubber Bands (1lb),5,5.49,0.2,21.96,7.37
3166,US-2024-101885,2024-04-16,2024-04-18,Second Class,CUST-00506,Jodi Roach,Home Office,United States,Central,Minnesota,Minneapolis,55401,P-0023,Office Supplies,Storage,File Cabinet - 2 Drawer,1,129.99,0.2,103.99,19.25
3167,US-2024-101886,2024-04-16,2024-04-22,Standard Class,CUST-00194,Angelica Keith,Consumer,United States,East,Pennsylvania,Pittsburgh,15222,P-0044,Technology,Machines,Paper Shredder,2,89.99,0.1,161.98,42.8
3168,US-2024-101887,2024-04-18,2024-04-19,First Class,CUST-00420,Jake Campbell,Consumer,United States,South,Florida,Orlando,32801,P-0048,Technology,Accessories,USB-C Hub,4,34.99,0.1,125.96,29.68
3169,US-2024-101888,2024-04-18,2024-04-21,Second Class,CUST-00609,Rachel Bradley,Corporate,United States,South,Florida,Orlando,32801,P-0033,Office Supplies,Supplies,Scissors 3-Pack,2,8.99,0.0,17.98,8.0
3170,US-2024-101889,2024-04-18,2024-04-24,Standard Class,CUST-00422,Maria Jones,Consumer,United States,East,Maryland,Baltimore,21201,P-0023,Office Supplies,Storage,File Cabinet - 2 Drawer,1,129.99,0.0,129.99,41.87
3171,US-2024-101890,2024-04-19,2024-04-22,Second Class,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0040,Technology,Phones,Smartphone Screen Protector,3,14.99,0.0,44.97,25.5
3172,US-2024-101890,2024-04-19,2024-04-22,Second Class,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0004,Furniture,Chairs,Folding Guest Chair,3,74.99,0.0,224.97,93.49
3173,US-2024-101890,2024-04-19,2024-04-22,Second Class,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0010,Furniture,Bookcases,Corner Bookcase,4,159.99,0.0,639.96,230.35
3174,US-2024-101890,2024-04-19,2024-04-22,Second Class,CUST-00066,Amber Kidd,Consumer,United States,South,Florida,Miami,33130,P-0018,Office Supplies,Binders,Presentation Binder,3,15.99,0.0,47.97,22.08
3175,US-2024-101891,2024-04-19,2024-04-26,Standard Class,CUST-00231,Jessica Stephens,Home Office,United States,Central,Minnesota,Minneapolis,55401,P-0030,Office Supplies,Envelopes,Business Envelopes (100ct),6,9.99,0.0,59.94,28.39
3176,US-2024-101891,2024-04-19,2024-04-26,Standard Class,CUST-00231,Jessica Stephens,Home Office,United States,Central,Minnesota,Minneapolis,55401,P-0014,Furniture,Furnishings,Framed Wall Art Set,1,59.99,0.0,59.99,21.77
3177,US-2024-101892,2024-04-19,2024-04-25,Standard Class,CUST-00129,Cameron Fisher,Consumer,United States,East,Pennsylvania,Philadelphia,19102,P-0027,Office Supplies,Art,Sketch Pad,1,8.49,0.2,6.79,2.3
3178,US-2024-101893,2024-04-19,2024-04-23,Second Class,CUST-00034,Nathan Maldonado,Consumer,United States,West,California,San Diego,92101,P-0044,Technology,Machines,Paper Shredder,1,89.99,0.0,89.99,27.41
3179,US-2024-101894,2024-04-20,2024-04-24,Standard Class,CUST-00366,Kenneth Lewis,Corporate,United States,South,Georgia,Atlanta,30303,P-0030,Office Supplies,Envelopes,Business Envelopes (100ct),1,9.99,0.2,7.99,2.68
3180,US-2024-101894,2024-04-20,2024-04-24,Standard Class,CUST-00366,Kenneth Lewis,Corporate,United States,South,Georgia,Atlanta,30303,P-0039,Technology,Phones,VoIP Conference Phone,1,249.99,0.1,224.99,28.79
